Date,Avg T,StDev T,Avg DP,StDev DP
1/1/10 12:00 AM,7.82,1.32,4.11,0.666216858
1/1/10 1:00 AM,7.82,1.33,4.11,0.669237927
1/1/10 2:00 AM,7.82,1.33,4.10,0.672503646
1/1/10 3:00 AM,7.81,1.33,4.10,0.676899344
1/1/10 4:00 AM,7.81,1.34,4.10,0.681816702
1/1/10 5:00 AM,7.81,1.34,4.09,0.687354054
1/1/10 6:00 AM,7.80,1.34,4.09,0.693533794
1/1/10 7:00 AM,7.80,1.35,4.09,0.699519245
1/1/10 8:00 AM,7.80,1.35,4.08,0.705722368
1/1/10 9:00 AM,7.79,1.36,4.08,0.710789462
1/1/10 10:00 AM,7.79,1.36,4.07,0.713172005
1/1/10 11:00 AM,7.79,1.36,4.07,0.713661533
1/1/10 12:00 PM,7.79,1.36,4.07,0.712691105
1/1/10 1:00 PM,7.78,1.35,4.06,0.710892379
1/1/10 2:00 PM,7.78,1.35,4.06,0.708635601
1/1/10 3:00 PM,7.78,1.35,4.06,0.705606321
1/1/10 4:00 PM,7.78,1.35,4.06,0.70305598
1/1/10 5:00 PM,7.78,1.35,4.05,0.701161466
1/1/10 6:00 PM,7.78,1.34,4.05,0.699517814
1/1/10 7:00 PM,7.78,1.34,4.05,0.697900171
1/1/10 8:00 PM,7.77,1.34,4.04,0.69687508
1/1/10 9:00 PM,7.77,1.34,4.04,0.696664756
1/1/10 10:00 PM,7.77,1.34,4.04,0.697269937
1/1/10 11:00 PM,7.77,1.35,4.03,0.698688504
1/2/10 12:00 AM,7.76,1.35,4.03,0.700639429
1/2/10 1:00 AM,7.76,1.35,4.03,0.703654222
1/2/10 2:00 AM,7.76,1.35,4.02,0.707223552
1/2/10 3:00 AM,7.75,1.36,4.02,0.711611297
1/2/10 4:00 AM,7.75,1.36,4.01,0.716519604
1/2/10 5:00 AM,7.75,1.36,4.01,0.722036011
1/2/10 6:00 AM,7.74,1.37,4.01,0.728182056
1/2/10 7:00 AM,7.74,1.37,4.00,0.734147871
1/2/10 8:00 AM,7.74,1.38,4.00,0.740332278
1/2/10 9:00 AM,7.73,1.38,4.00,0.745025249
1/2/10 10:00 AM,7.73,1.38,3.99,0.746939949
1/2/10 11:00 AM,7.73,1.38,3.99,0.74728177
1/2/10 12:00 PM,7.73,1.38,3.98,0.746235279
1/2/10 1:00 PM,7.73,1.38,3.98,0.744388997
1/2/10 2:00 PM,7.72,1.38,3.98,0.742186361
1/2/10 3:00 PM,7.72,1.37,3.98,0.739187075
1/2/10 4:00 PM,7.72,1.37,3.97,0.736651114
1/2/10 5:00 PM,7.72,1.37,3.97,0.734509327
1/2/10 6:00 PM,7.72,1.37,3.97,0.732587104
1/2/10 7:00 PM,7.72,1.37,3.96,0.730705719
1/2/10 8:00 PM,7.71,1.37,3.96,0.729406777
1/2/10 9:00 PM,7.71,1.37,3.96,0.728966812
1/2/10 10:00 PM,7.71,1.37,3.95,0.729152024
1/2/10 11:00 PM,7.71,1.37,3.95,0.730116028
1/3/10 12:00 AM,7.70,1.37,3.95,0.731799599
1/3/10 1:00 AM,7.70,1.37,3.94,0.734514852
1/3/10 2:00 AM,7.70,1.38,3.94,0.737805847
1/3/10 3:00 AM,7.70,1.38,3.94,0.741919994
1/3/10 4:00 AM,7.69,1.38,3.93,0.74690858
1/3/10 5:00 AM,7.69,1.39,3.93,0.752137103
1/3/10 6:00 AM,7.69,1.39,3.92,0.757978886
1/3/10 7:00 AM,7.68,1.40,3.92,0.763753551
1/3/10 8:00 AM,7.68,1.40,3.91,0.769666541
1/3/10 9:00 AM,7.67,1.41,3.91,0.774087158
1/3/10 10:00 AM,7.67,1.41,3.91,0.775963224
1/3/10 11:00 AM,7.67,1.41,3.90,0.776046332
1/3/10 12:00 PM,7.67,1.41,3.90,0.774797711
1/3/10 1:00 PM,7.67,1.40,3.90,0.772461677
1/3/10 2:00 PM,7.66,1.40,3.89,0.769646466
1/3/10 3:00 PM,7.66,1.40,3.89,0.766002868
1/3/10 4:00 PM,7.66,1.40,3.89,0.762579751
1/3/10 5:00 PM,7.66,1.40,3.88,0.759889489
1/3/10 6:00 PM,7.66,1.39,3.88,0.757445237
1/3/10 7:00 PM,7.66,1.39,3.88,0.755283582
1/3/10 8:00 PM,7.65,1.39,3.87,0.753516661
1/3/10 9:00 PM,7.65,1.39,3.87,0.752823774
1/3/10 10:00 PM,7.65,1.39,3.86,0.75299072
1/3/10 11:00 PM,7.64,1.39,3.86,0.754016926
1/4/10 12:00 AM,7.64,1.39,3.85,0.755606315
1/4/10 1:00 AM,7.64,1.40,3.85,0.758249195
1/4/10 2:00 AM,7.64,1.40,3.85,0.761487939
1/4/10 3:00 AM,7.63,1.40,3.84,0.765619983
1/4/10 4:00 AM,7.63,1.41,3.84,0.77100122
1/4/10 5:00 AM,7.62,1.41,3.83,0.776639774
1/4/10 6:00 AM,7.62,1.42,3.83,0.782911667
1/4/10 7:00 AM,7.62,1.42,3.82,0.789044183
1/4/10 8:00 AM,7.61,1.43,3.82,0.795813726
1/4/10 9:00 AM,7.61,1.43,3.82,0.800529813
1/4/10 10:00 AM,7.61,1.43,3.81,0.802811756
1/4/10 11:00 AM,7.60,1.43,3.81,0.80297869
1/4/10 12:00 PM,7.60,1.43,3.80,0.801538481
1/4/10 1:00 PM,7.60,1.43,3.80,0.799165483
1/4/10 2:00 PM,7.60,1.43,3.79,0.79594866
1/4/10 3:00 PM,7.59,1.42,3.79,0.7921526
1/4/10 4:00 PM,7.59,1.42,3.79,0.78858862
1/4/10 5:00 PM,7.59,1.42,3.78,0.785799396
1/4/10 6:00 PM,7.59,1.42,3.78,0.78328211
1/4/10 7:00 PM,7.59,1.42,3.78,0.780829894
1/4/10 8:00 PM,7.58,1.42,3.77,0.779048654
1/4/10 9:00 PM,7.58,1.42,3.77,0.778197176
1/4/10 10:00 PM,7.58,1.42,3.76,0.778429837
1/4/10 11:00 PM,7.57,1.42,3.76,0.779370218
1/5/10 12:00 AM,7.57,1.42,3.75,0.781090785
1/5/10 1:00 AM,7.57,1.42,3.75,0.783900873
1/5/10 2:00 AM,7.56,1.43,3.74,0.787365444
1/5/10 3:00 AM,7.56,1.43,3.74,0.791732698
1/5/10 4:00 AM,7.56,1.43,3.74,0.797019464
1/5/10 5:00 AM,7.55,1.44,3.73,0.802929378
1/5/10 6:00 AM,7.55,1.44,3.73,0.808726962
1/5/10 7:00 AM,7.54,1.45,3.72,0.81482426
1/5/10 8:00 AM,7.54,1.45,3.72,0.82111305
1/5/10 9:00 AM,7.54,1.46,3.71,0.825436803
1/5/10 10:00 AM,7.53,1.46,3.71,0.827188495
1/5/10 11:00 AM,7.53,1.46,3.70,0.827104027
1/5/10 12:00 PM,7.53,1.46,3.70,0.825468427
1/5/10 1:00 PM,7.52,1.45,3.70,0.822689651
1/5/10 2:00 PM,7.52,1.45,3.69,0.819353891
1/5/10 3:00 PM,7.52,1.45,3.69,0.815103185
1/5/10 4:00 PM,7.52,1.45,3.68,0.811093082
1/5/10 5:00 PM,7.52,1.44,3.68,0.807897567
1/5/10 6:00 PM,7.51,1.44,3.68,0.804984657
1/5/10 7:00 PM,7.51,1.44,3.67,0.802131659
1/5/10 8:00 PM,7.51,1.44,3.67,0.799822938
1/5/10 9:00 PM,7.51,1.44,3.66,0.798631493
1/5/10 10:00 PM,7.50,1.44,3.66,0.798397833
1/5/10 11:00 PM,7.50,1.44,3.65,0.799152925
1/6/10 12:00 AM,7.49,1.44,3.65,0.800641194
1/6/10 1:00 AM,7.49,1.45,3.64,0.803516906
1/6/10 2:00 AM,7.49,1.45,3.64,0.807057772
1/6/10 3:00 AM,7.48,1.45,3.63,0.811958895
1/6/10 4:00 AM,7.48,1.46,3.63,0.817497389
1/6/10 5:00 AM,7.47,1.46,3.62,0.823678956
1/6/10 6:00 AM,7.47,1.47,3.61,0.830135864
1/6/10 7:00 AM,7.46,1.48,3.61,0.836861739
1/6/10 8:00 AM,7.46,1.48,3.60,0.843416046
1/6/10 9:00 AM,7.46,1.49,3.60,0.847941776
1/6/10 10:00 AM,7.45,1.49,3.60,0.849993751
1/6/10 11:00 AM,7.45,1.49,3.59,0.850043833
1/6/10 12:00 PM,7.44,1.49,3.59,0.848400212
1/6/10 1:00 PM,7.44,1.48,3.58,0.845716193
1/6/10 2:00 PM,7.44,1.48,3.58,0.842161965
1/6/10 3:00 PM,7.44,1.48,3.57,0.838011413
1/6/10 4:00 PM,7.44,1.47,3.57,0.834095837
1/6/10 5:00 PM,7.43,1.47,3.57,0.830703357
1/6/10 6:00 PM,7.43,1.47,3.56,0.827853472
1/6/10 7:00 PM,7.43,1.47,3.56,0.825060944
1/6/10 8:00 PM,7.43,1.47,3.55,0.8227959
1/6/10 9:00 PM,7.42,1.47,3.55,0.821618412
1/6/10 10:00 PM,7.42,1.47,3.54,0.821547323
1/6/10 11:00 PM,7.42,1.47,3.54,0.822081705
1/7/10 12:00 AM,7.41,1.47,3.53,0.823418854
1/7/10 1:00 AM,7.41,1.47,3.53,0.825775418
1/7/10 2:00 AM,7.40,1.48,3.52,0.82903335
1/7/10 3:00 AM,7.40,1.48,3.52,0.833182075
1/7/10 4:00 AM,7.40,1.48,3.51,0.837881387
1/7/10 5:00 AM,7.39,1.49,3.51,0.842825962
1/7/10 6:00 AM,7.39,1.49,3.50,0.848011508
1/7/10 7:00 AM,7.39,1.50,3.50,0.853374209
1/7/10 8:00 AM,7.38,1.50,3.50,0.85861284
1/7/10 9:00 AM,7.38,1.51,3.49,0.861912922
1/7/10 10:00 AM,7.38,1.51,3.49,0.863222044
1/7/10 11:00 AM,7.37,1.51,3.48,0.862794906
1/7/10 12:00 PM,7.37,1.51,3.48,0.860919587
1/7/10 1:00 PM,7.37,1.50,3.48,0.858246398
1/7/10 2:00 PM,7.37,1.50,3.47,0.85498986
1/7/10 3:00 PM,7.37,1.50,3.47,0.850907876
1/7/10 4:00 PM,7.36,1.50,3.47,0.847097479
1/7/10 5:00 PM,7.36,1.50,3.46,0.843637563
1/7/10 6:00 PM,7.36,1.50,3.46,0.840609457
1/7/10 7:00 PM,7.36,1.49,3.46,0.837516875
1/7/10 8:00 PM,7.36,1.49,3.45,0.834703919
1/7/10 9:00 PM,7.35,1.49,3.45,0.832661009
1/7/10 10:00 PM,7.35,1.49,3.44,0.831518052
1/7/10 11:00 PM,7.35,1.49,3.44,0.830974164
1/8/10 12:00 AM,7.34,1.49,3.44,0.831080162
1/8/10 1:00 AM,7.34,1.50,3.43,0.831996463
1/8/10 2:00 AM,7.34,1.50,3.43,0.833645191
1/8/10 3:00 AM,7.33,1.50,3.42,0.836171166
1/8/10 4:00 AM,7.33,1.50,3.42,0.839218195
1/8/10 5:00 AM,7.33,1.51,3.42,0.842507283
1/8/10 6:00 AM,7.32,1.51,3.41,0.846035608
1/8/10 7:00 AM,7.32,1.52,3.41,0.849500379
1/8/10 8:00 AM,7.32,1.52,3.40,0.852904253
1/8/10 9:00 AM,7.31,1.52,3.40,0.854882464
1/8/10 10:00 AM,7.31,1.52,3.40,0.855033667
1/8/10 11:00 AM,7.31,1.52,3.39,0.853762784
1/8/10 12:00 PM,7.30,1.52,3.39,0.851163186
1/8/10 1:00 PM,7.30,1.52,3.39,0.847689118
1/8/10 2:00 PM,7.30,1.51,3.38,0.843753312
1/8/10 3:00 PM,7.30,1.51,3.38,0.839254543
1/8/10 4:00 PM,7.30,1.51,3.38,0.835058561
1/8/10 5:00 PM,7.30,1.51,3.37,0.831429292
1/8/10 6:00 PM,7.30,1.51,3.37,0.827886709
1/8/10 7:00 PM,7.29,1.51,3.37,0.82411973
1/8/10 8:00 PM,7.29,1.50,3.36,0.820791403
1/8/10 9:00 PM,7.29,1.50,3.36,0.818209102
1/8/10 10:00 PM,7.29,1.50,3.36,0.816435307
1/8/10 11:00 PM,7.28,1.50,3.35,0.815363585
1/9/10 12:00 AM,7.28,1.50,3.35,0.814903405
1/9/10 1:00 AM,7.28,1.51,3.34,0.815508852
1/9/10 2:00 AM,7.27,1.51,3.34,0.816823729
1/9/10 3:00 AM,7.27,1.51,3.34,0.818959722
1/9/10 4:00 AM,7.27,1.51,3.33,0.821658459
1/9/10 5:00 AM,7.26,1.52,3.33,0.824858839
1/9/10 6:00 AM,7.26,1.52,3.32,0.828304273
1/9/10 7:00 AM,7.25,1.53,3.32,0.831712011
1/9/10 8:00 AM,7.25,1.53,3.32,0.835073846
1/9/10 9:00 AM,7.25,1.53,3.31,0.836961422
1/9/10 10:00 AM,7.25,1.53,3.31,0.836862673
1/9/10 11:00 AM,7.24,1.53,3.31,0.835249301
1/9/10 12:00 PM,7.24,1.53,3.30,0.83247987
1/9/10 1:00 PM,7.24,1.53,3.30,0.828878297
1/9/10 2:00 PM,7.24,1.52,3.30,0.824873199
1/9/10 3:00 PM,7.24,1.52,3.29,0.820297481
1/9/10 4:00 PM,7.23,1.52,3.29,0.816038383
1/9/10 5:00 PM,7.23,1.52,3.29,0.812004484
1/9/10 6:00 PM,7.23,1.52,3.28,0.808349863
1/9/10 7:00 PM,7.23,1.52,3.28,0.804412041
1/9/10 8:00 PM,7.23,1.51,3.28,0.800853794
1/9/10 9:00 PM,7.22,1.51,3.27,0.79805358
1/9/10 10:00 PM,7.22,1.51,3.27,0.79602994
1/9/10 11:00 PM,7.22,1.51,3.27,0.794710245
1/10/10 12:00 AM,7.22,1.51,3.26,0.793977831
1/10/10 1:00 AM,7.21,1.52,3.26,0.794294301
1/10/10 2:00 AM,7.21,1.52,3.25,0.795486555
1/10/10 3:00 AM,7.21,1.52,3.25,0.797580112
1/10/10 4:00 AM,7.20,1.52,3.25,0.80020128
1/10/10 5:00 AM,7.20,1.53,3.24,0.80333184
1/10/10 6:00 AM,7.20,1.53,3.24,0.806714563
1/10/10 7:00 AM,7.19,1.53,3.23,0.810065271
1/10/10 8:00 AM,7.19,1.54,3.23,0.813375461
1/10/10 9:00 AM,7.19,1.54,3.23,0.815184724
1/10/10 10:00 AM,7.18,1.54,3.22,0.815078408
1/10/10 11:00 AM,7.18,1.54,3.22,0.813464472
1/10/10 12:00 PM,7.18,1.54,3.22,0.810797103
1/10/10 1:00 PM,7.18,1.54,3.21,0.807387267
1/10/10 2:00 PM,7.18,1.53,3.21,0.803670864
1/10/10 3:00 PM,7.18,1.53,3.21,0.799402606
1/10/10 4:00 PM,7.17,1.53,3.21,0.795459168
1/10/10 5:00 PM,7.17,1.53,3.20,0.791837421
1/10/10 6:00 PM,7.17,1.53,3.20,0.788541799
1/10/10 7:00 PM,7.17,1.53,3.20,0.785179579
1/10/10 8:00 PM,7.17,1.53,3.20,0.781781978
1/10/10 9:00 PM,7.17,1.53,3.19,0.779338061
1/10/10 10:00 PM,7.16,1.53,3.19,0.777526002
1/10/10 11:00 PM,7.16,1.53,3.19,0.776373661
1/11/10 12:00 AM,7.16,1.53,3.18,0.775739084
1/11/10 1:00 AM,7.16,1.53,3.18,0.776040184
1/11/10 2:00 AM,7.15,1.53,3.18,0.777323549
1/11/10 3:00 AM,7.15,1.53,3.17,0.779402233
1/11/10 4:00 AM,7.15,1.53,3.17,0.782016238
1/11/10 5:00 AM,7.15,1.54,3.16,0.785126618
1/11/10 6:00 AM,7.14,1.54,3.16,0.788760145
1/11/10 7:00 AM,7.14,1.55,3.16,0.792341661
1/11/10 8:00 AM,7.14,1.55,3.15,0.795862668
1/11/10 9:00 AM,7.13,1.55,3.15,0.798103519
1/11/10 10:00 AM,7.13,1.55,3.15,0.798272811
1/11/10 11:00 AM,7.13,1.55,3.14,0.796795105
1/11/10 12:00 PM,7.13,1.55,3.14,0.794164575
1/11/10 1:00 PM,7.12,1.55,3.14,0.790709665
1/11/10 2:00 PM,7.12,1.55,3.13,0.78668008
1/11/10 3:00 PM,7.12,1.54,3.13,0.782432401
1/11/10 4:00 PM,7.12,1.54,3.13,0.778152514
1/11/10 5:00 PM,7.12,1.54,3.13,0.774411154
1/11/10 6:00 PM,7.12,1.54,3.12,0.771024995
1/11/10 7:00 PM,7.12,1.54,3.12,0.767618968
1/11/10 8:00 PM,7.12,1.54,3.12,0.764526433
1/11/10 9:00 PM,7.11,1.54,3.11,0.762137979
1/11/10 10:00 PM,7.11,1.54,3.11,0.760492529
1/11/10 11:00 PM,7.11,1.54,3.11,0.759678583
1/12/10 12:00 AM,7.11,1.54,3.10,0.759272573
1/12/10 1:00 AM,7.10,1.54,3.10,0.760030946
1/12/10 2:00 AM,7.10,1.54,3.10,0.761708874
1/12/10 3:00 AM,7.10,1.54,3.09,0.764265054
1/12/10 4:00 AM,7.09,1.55,3.09,0.767346296
1/12/10 5:00 AM,7.09,1.55,3.08,0.770958631
1/12/10 6:00 AM,7.09,1.55,3.08,0.775104483
1/12/10 7:00 AM,7.08,1.56,3.08,0.77920801
1/12/10 8:00 AM,7.08,1.56,3.07,0.783236739
1/12/10 9:00 AM,7.08,1.57,3.07,0.785650678
1/12/10 10:00 AM,7.07,1.57,3.07,0.786075295
1/12/10 11:00 AM,7.07,1.57,3.06,0.784886387
1/12/10 12:00 PM,7.07,1.56,3.06,0.782341682
1/12/10 1:00 PM,7.07,1.56,3.06,0.778954091
1/12/10 2:00 PM,7.07,1.56,3.05,0.774821493
1/12/10 3:00 PM,7.07,1.56,3.05,0.770615481
1/12/10 4:00 PM,7.07,1.56,3.05,0.766213466
1/12/10 5:00 PM,7.07,1.56,3.05,0.762392175
1/12/10 6:00 PM,7.06,1.55,3.04,0.759059905
1/12/10 7:00 PM,7.06,1.55,3.04,0.755651021
1/12/10 8:00 PM,7.06,1.55,3.04,0.752911349
1/12/10 9:00 PM,7.06,1.55,3.03,0.750846843
1/12/10 10:00 PM,7.06,1.55,3.03,0.749466524
1/12/10 11:00 PM,7.05,1.55,3.03,0.748698256
1/13/10 12:00 AM,7.05,1.55,3.02,0.748568597
1/13/10 1:00 AM,7.05,1.55,3.02,0.749579073
1/13/10 2:00 AM,7.05,1.56,3.02,0.751512127
1/13/10 3:00 AM,7.04,1.56,3.01,0.754264261
1/13/10 4:00 AM,7.04,1.56,3.01,0.757538648
1/13/10 5:00 AM,7.04,1.57,3.01,0.761345763
1/13/10 6:00 AM,7.03,1.57,3.00,0.765391883
1/13/10 7:00 AM,7.03,1.57,3.00,0.769673239
1/13/10 8:00 AM,7.03,1.58,2.99,0.773859711
1/13/10 9:00 AM,7.02,1.58,2.99,0.776445548
1/13/10 10:00 AM,7.02,1.58,2.99,0.777022681
1/13/10 11:00 AM,7.02,1.58,2.98,0.775953524
1/13/10 12:00 PM,7.02,1.58,2.98,0.773513471
1/13/10 1:00 PM,7.02,1.58,2.98,0.770214578
1/13/10 2:00 PM,7.02,1.57,2.98,0.766155919
1/13/10 3:00 PM,7.01,1.57,2.97,0.761654083
1/13/10 4:00 PM,7.01,1.57,2.97,0.757480369
1/13/10 5:00 PM,7.01,1.57,2.97,0.753530052
1/13/10 6:00 PM,7.01,1.57,2.97,0.750274792
1/13/10 7:00 PM,7.01,1.57,2.96,0.747028544
1/13/10 8:00 PM,7.01,1.57,2.96,0.744201995
1/13/10 9:00 PM,7.01,1.57,2.96,0.742266435
1/13/10 10:00 PM,7.00,1.57,2.95,0.740934193
1/13/10 11:00 PM,7.00,1.57,2.95,0.740166405
1/14/10 12:00 AM,7.00,1.57,2.95,0.739868773
1/14/10 1:00 AM,7.00,1.57,2.95,0.740550231
1/14/10 2:00 AM,7.00,1.57,2.94,0.74224222
1/14/10 3:00 AM,6.99,1.57,2.94,0.744453992
1/14/10 4:00 AM,6.99,1.57,2.94,0.747121477
1/14/10 5:00 AM,6.99,1.58,2.93,0.750233072
1/14/10 6:00 AM,6.99,1.58,2.93,0.75348713
1/14/10 7:00 AM,6.98,1.58,2.93,0.756934578
1/14/10 8:00 AM,6.98,1.59,2.92,0.760268426
1/14/10 9:00 AM,6.98,1.59,2.92,0.762064868
1/14/10 10:00 AM,6.98,1.59,2.92,0.762619231
1/14/10 11:00 AM,6.98,1.59,2.92,0.761993333
1/14/10 12:00 PM,6.97,1.59,2.91,0.760416375
1/14/10 1:00 PM,6.97,1.59,2.91,0.758296585
1/14/10 2:00 PM,6.97,1.58,2.91,0.755434231
1/14/10 3:00 PM,6.97,1.58,2.91,0.752914262
1/14/10 4:00 PM,6.97,1.58,2.91,0.750691165
1/14/10 5:00 PM,6.97,1.58,2.91,0.748790781
1/14/10 6:00 PM,6.97,1.58,2.90,0.747104594
1/14/10 7:00 PM,6.97,1.58,2.90,0.745306474
1/14/10 8:00 PM,6.97,1.58,2.90,0.743706576
1/14/10 9:00 PM,6.97,1.58,2.90,0.742573575
1/14/10 10:00 PM,6.97,1.58,2.90,0.741980917
1/14/10 11:00 PM,6.97,1.58,2.90,0.741715955
1/15/10 12:00 AM,6.97,1.58,2.89,0.741728524
1/15/10 1:00 AM,6.96,1.58,2.89,0.742352669
1/15/10 2:00 AM,6.96,1.58,2.89,0.743753381
1/15/10 3:00 AM,6.96,1.59,2.89,0.745656546
1/15/10 4:00 AM,6.96,1.59,2.88,0.747653326
1/15/10 5:00 AM,6.96,1.59,2.88,0.749958082
1/15/10 6:00 AM,6.96,1.59,2.88,0.752567986
1/15/10 7:00 AM,6.95,1.59,2.88,0.755162733
1/15/10 8:00 AM,6.95,1.60,2.88,0.757617534
1/15/10 9:00 AM,6.95,1.60,2.88,0.758849274
1/15/10 10:00 AM,6.95,1.60,2.87,0.759281006
1/15/10 11:00 AM,6.95,1.60,2.87,0.758759349
1/15/10 12:00 PM,6.95,1.60,2.87,0.757504315
1/15/10 1:00 PM,6.95,1.60,2.87,0.75587642
1/15/10 2:00 PM,6.95,1.59,2.87,0.753692184
1/15/10 3:00 PM,6.95,1.59,2.87,0.751595749
1/15/10 4:00 PM,6.95,1.59,2.86,0.749797648
1/15/10 5:00 PM,6.95,1.59,2.86,0.748694154
1/15/10 6:00 PM,6.95,1.59,2.86,0.747711344
1/15/10 7:00 PM,6.95,1.59,2.86,0.74638116
1/15/10 8:00 PM,6.95,1.59,2.86,0.745342969
1/15/10 9:00 PM,6.95,1.59,2.86,0.744647982
1/15/10 10:00 PM,6.95,1.59,2.86,0.744210562
1/15/10 11:00 PM,6.95,1.59,2.86,0.744019755
1/16/10 12:00 AM,6.95,1.59,2.86,0.743976192
1/16/10 1:00 AM,6.94,1.59,2.85,0.744228468
1/16/10 2:00 AM,6.94,1.60,2.85,0.744993891
1/16/10 3:00 AM,6.94,1.60,2.85,0.745918178
1/16/10 4:00 AM,6.94,1.60,2.85,0.747036325
1/16/10 5:00 AM,6.94,1.60,2.85,0.748347464
1/16/10 6:00 AM,6.94,1.60,2.85,0.749850581
1/16/10 7:00 AM,6.94,1.60,2.85,0.751348356
1/16/10 8:00 AM,6.94,1.60,2.85,0.752938717
1/16/10 9:00 AM,6.94,1.60,2.84,0.753687819
1/16/10 10:00 AM,6.94,1.60,2.84,0.753873286
1/16/10 11:00 AM,6.94,1.60,2.84,0.753400005
1/16/10 12:00 PM,6.94,1.60,2.84,0.752336512
1/16/10 1:00 PM,6.94,1.60,2.84,0.750778476
1/16/10 2:00 PM,6.94,1.60,2.84,0.748520683
1/16/10 3:00 PM,6.94,1.60,2.84,0.746899035
1/16/10 4:00 PM,6.94,1.60,2.84,0.745574849
1/16/10 5:00 PM,6.94,1.60,2.83,0.744433052
1/16/10 6:00 PM,6.94,1.60,2.83,0.743592032
1/16/10 7:00 PM,6.94,1.60,2.83,0.742550976
1/16/10 8:00 PM,6.94,1.60,2.83,0.741836555
1/16/10 9:00 PM,6.94,1.60,2.83,0.741163604
1/16/10 10:00 PM,6.94,1.60,2.83,0.740712632
1/16/10 11:00 PM,6.94,1.60,2.83,0.74051063
1/17/10 12:00 AM,6.93,1.60,2.83,0.740457307
1/17/10 1:00 AM,6.93,1.60,2.83,0.740602456
1/17/10 2:00 AM,6.93,1.60,2.83,0.741042839
1/17/10 3:00 AM,6.93,1.60,2.83,0.741705252
1/17/10 4:00 AM,6.93,1.60,2.83,0.742245101
1/17/10 5:00 AM,6.93,1.60,2.82,0.743201807
1/17/10 6:00 AM,6.93,1.60,2.82,0.744089977
1/17/10 7:00 AM,6.93,1.60,2.82,0.745190262
1/17/10 8:00 AM,6.93,1.61,2.82,0.746135786
1/17/10 9:00 AM,6.93,1.61,2.82,0.746619255
1/17/10 10:00 AM,6.93,1.61,2.82,0.746750795
1/17/10 11:00 AM,6.93,1.61,2.82,0.746492246
1/17/10 12:00 PM,6.93,1.61,2.82,0.74593665
1/17/10 1:00 PM,6.93,1.61,2.82,0.745132803
1/17/10 2:00 PM,6.93,1.61,2.82,0.744361886
1/17/10 3:00 PM,6.93,1.61,2.82,0.743810155
1/17/10 4:00 PM,6.93,1.61,2.82,0.743810155
1/17/10 5:00 PM,6.93,1.61,2.82,0.743810155
1/17/10 6:00 PM,6.93,1.61,2.82,0.743810155
1/17/10 7:00 PM,6.93,1.61,2.82,0.743627007
1/17/10 8:00 PM,6.94,1.61,2.82,0.743627007
1/17/10 9:00 PM,6.94,1.61,2.82,0.743627007
1/17/10 10:00 PM,6.94,1.61,2.82,0.743627007
1/17/10 11:00 PM,6.94,1.61,2.82,0.743673891
1/18/10 12:00 AM,6.94,1.61,2.82,0.743695958
1/18/10 1:00 AM,6.94,1.61,2.82,0.743695958
1/18/10 2:00 AM,6.94,1.61,2.82,0.743926932
1/18/10 3:00 AM,6.94,1.61,2.82,0.744142598
1/18/10 4:00 AM,6.94,1.61,2.82,0.744142598
1/18/10 5:00 AM,6.94,1.61,2.82,0.744306057
1/18/10 6:00 AM,6.94,1.61,2.82,0.744694617
1/18/10 7:00 AM,6.94,1.61,2.82,0.745082828
1/18/10 8:00 AM,6.94,1.61,2.82,0.745082828
1/18/10 9:00 AM,6.94,1.61,2.82,0.745082828
1/18/10 10:00 AM,6.94,1.61,2.82,0.745082828
1/18/10 11:00 AM,6.94,1.61,2.82,0.745142278
1/18/10 12:00 PM,6.94,1.61,2.82,0.745142278
1/18/10 1:00 PM,6.94,1.61,2.82,0.745520619
1/18/10 2:00 PM,6.94,1.62,2.82,0.746022129
1/18/10 3:00 PM,6.94,1.62,2.82,0.747122358
1/18/10 4:00 PM,6.94,1.62,2.82,0.748463772
1/18/10 5:00 PM,6.94,1.62,2.82,0.749884826
1/18/10 6:00 PM,6.94,1.62,2.82,0.751154709
1/18/10 7:00 PM,6.95,1.62,2.82,0.752057187
1/18/10 8:00 PM,6.95,1.62,2.82,0.75277411
1/18/10 9:00 PM,6.95,1.62,2.82,0.753306008
1/18/10 10:00 PM,6.95,1.62,2.82,0.753653274
1/18/10 11:00 PM,6.95,1.62,2.82,0.753877269
1/19/10 12:00 AM,6.95,1.62,2.83,0.753961503
1/19/10 1:00 AM,6.95,1.62,2.83,0.75375112
1/19/10 2:00 AM,6.95,1.62,2.83,0.753517043
1/19/10 3:00 AM,6.95,1.62,2.83,0.753003683
1/19/10 4:00 AM,6.95,1.62,2.83,0.752202284
1/19/10 5:00 AM,6.96,1.62,2.83,0.751251566
1/19/10 6:00 AM,6.96,1.62,2.83,0.750720038
1/19/10 7:00 AM,6.96,1.62,2.83,0.749985668
1/19/10 8:00 AM,6.96,1.62,2.83,0.74903512
1/19/10 9:00 AM,6.96,1.62,2.83,0.748451829
1/19/10 10:00 AM,6.96,1.62,2.83,0.748396708
1/19/10 11:00 AM,6.96,1.62,2.83,0.748734898
1/19/10 12:00 PM,6.96,1.62,2.83,0.749440913
1/19/10 1:00 PM,6.96,1.62,2.84,0.750617523
1/19/10 2:00 PM,6.96,1.62,2.84,0.752457797
1/19/10 3:00 PM,6.97,1.63,2.84,0.755258894
1/19/10 4:00 PM,6.97,1.63,2.84,0.758257151
1/19/10 5:00 PM,6.97,1.63,2.84,0.760839739
